Customer_ID,Campaign,Emails_Sent,Emails_Opened,Clicked_Through,Made_Purchase,Number_of_Orders,Total_Revenue,Customer_Segment,Previous_30day_Orders
C001081,A,4,1,0,0,0,0.0,Regular,1
C001082,A,4,1,0,0,0,0.0,Regular,0
C001083,A,4,1,1,0,0,0.0,New,0
C001084,A,4,0,0,0,0,0.0,Regular,0
C001085,A,4,3,0,0,0,0.0,New,5
C001086,A,4,3,0,0,0,0.0,Regular,0
C001087,A,4,1,0,1,1,74.2,New,0
C001088,A,4,0,0,0,0,0.0,VIP,2
C001089,A,4,0,0,0,0,0.0,New,1
C001090,A,4,1,0,0,0,0.0,VIP,1
C001091,A,4,1,1,0,0,0.0,New,1
C001092,A,4,2,0,0,0,0.0,VIP,2
C001093,A,4,1,1,0,0,0.0,New,1
C001094,A,4,2,1,0,0,0.0,VIP,2
C001095,A,4,1,0,0,0,0.0,Regular,1
C001096,A,4,1,0,0,0,0.0,Regular,1
C001097,A,4,1,0,0,0,0.0,Regular,4
C001098,A,4,3,0,0,0,0.0,New,0
C001099,A,4,0,0,0,0,0.0,New,0
C001100,A,4,2,0,0,0,0.0,Regular,0
C001101,A,4,1,0,0,0,0.0,Regular,2
C001102,A,4,1,0,0,0,0.0,VIP,2
C001103,A,4,2,0,0,0,0.0,VIP,2
C001104,A,4,1,0,0,0,0.0,VIP,0
C001105,A,4,2,0,0,0,0.0,Regular,0
C001106,A,4,2,0,0,0,0.0,New,4
C001107,A,4,1,0,0,0,0.0,Regular,0
C001108,A,4,1,0,0,0,0.0,Regular,0
C001109,A,4,2,0,0,0,0.0,VIP,4
C001110,A,4,3,0,0,0,0.0,VIP,0
C001111,A,4,0,0,0,0,0.0,Regular,2
C001112,A,4,2,0,0,0,0.0,VIP,2
C001113,A,4,1,1,0,0,0.0,Regular,1
C001114,A,4,2,0,0,0,0.0,Regular,2
C001115,A,4,0,0,0,0,0.0,New,3
C001116,A,4,2,0,0,0,0.0,Regular,1
C001117,A,4,3,0,0,0,0.0,VIP,5
C001118,A,4,0,0,0,0,0.0,Regular,1
C001119,A,4,0,0,0,0,0.0,New,3
C001120,A,4,3,0,0,0,0.0,Regular,1
C001121,A,4,1,0,0,0,0.0,VIP,0
C001122,A,4,2,0,0,0,0.0,VIP,0
C001123,A,4,1,0,0,0,0.0,Regular,5
C001124,A,4,1,0,0,0,0.0,VIP,3
C001125,A,4,2,0,0,0,0.0,Regular,0
C001126,A,4,1,0,0,0,0.0,VIP,2
C001127,A,4,1,0,0,0,0.0,Regular,3
C001128,A,4,1,0,0,0,0.0,VIP,1
C001129,A,4,2,0,0,0,0.0,VIP,0
C001130,A,4,0,0,0,0,0.0,New,5
C001131,A,4,1,1,0,0,0.0,Regular,1
C001132,A,4,3,0,0,0,0.0,Regular,1
C001133,A,4,0,0,0,0,0.0,New,2
C001134,A,4,1,0,0,0,0.0,New,2
C001135,A,4,1,0,0,0,0.0,Regular,2
C001136,A,4,2,0,0,0,0.0,VIP,0
C001137,A,4,0,0,0,0,0.0,Regular,3
C001138,A,4,3,0,0,0,0.0,VIP,1
C001139,A,4,1,0,0,0,0.0,Regular,0
C001140,A,4,0,0,0,0,0.0,Regular,1
C001141,A,4,0,0,0,0,0.0,Regular,3
C001142,A,4,0,0,0,0,0.0,VIP,1
C001143,A,4,1,0,0,0,0.0,Regular,3
C001144,A,4,0,0,0,0,0.0,New,2
C001145,A,4,2,0,0,0,0.0,VIP,1
C001146,A,4,1,0,0,0,0.0,New,1
C001147,A,4,0,0,0,0,0.0,Regular,0
C001148,A,4,1,0,0,0,0.0,Regular,0
C001149,A,4,2,0,0,0,0.0,Regular,0
C001150,A,4,0,0,0,0,0.0,New,2
C001151,A,4,0,0,0,0,0.0,New,0
C001152,A,4,0,0,0,0,0.0,Regular,0
C001153,A,4,1,0,0,0,0.0,New,2
C001154,A,4,1,0,0,0,0.0,New,2
C001155,A,4,1,0,0,0,0.0,Regular,3
C001156,A,4,2,0,0,0,0.0,New,0
C001157,A,4,2,0,0,0,0.0,Regular,0
C001158,A,4,2,0,0,0,0.0,VIP,2
C001159,A,4,2,0,0,0,0.0,Regular,2
C001160,A,4,0,0,0,0,0.0,Regular,0
C001161,A,4,0,0,0,0,0.0,Regular,1
C001162,A,4,1,0,0,0,0.0,Regular,2
C001163,A,4,0,0,0,0,0.0,Regular,2
C001164,A,4,1,0,0,0,0.0,VIP,1
C001165,A,4,3,0,0,0,0.0,Regular,0
C001166,A,4,0,0,0,0,0.0,Regular,0
C001167,A,4,0,0,0,0,0.0,Regular,1
C001168,A,4,1,0,0,0,0.0,VIP,3
C001169,A,4,3,0,0,0,0.0,Regular,1
C001170,A,4,0,0,0,0,0.0,New,0
C001171,A,4,1,0,0,0,0.0,VIP,5
C001172,A,4,0,0,0,0,0.0,VIP,1
C001173,A,4,0,0,1,2,129.09,Regular,1
C001174,A,4,3,0,0,0,0.0,Regular,3
C001175,A,4,3,1,0,0,0.0,VIP,0
C001176,A,4,0,0,0,0,0.0,VIP,4
C001177,A,4,2,1,0,0,0.0,New,4
C001178,A,4,1,0,0,0,0.0,Regular,4
C001179,A,4,2,0,0,0,0.0,Regular,3
C001180,A,4,1,0,0,0,0.0,New,2
C001181,A,4,1,0,0,0,0.0,VIP,0
C001182,A,4,1,1,0,0,0.0,Regular,1
C001183,A,4,2,1,0,0,0.0,VIP,1
C001184,A,4,0,0,0,0,0.0,VIP,0
C001185,A,4,0,0,0,0,0.0,Regular,5
C001186,A,4,1,0,0,0,0.0,Regular,0
C001187,A,4,2,0,0,0,0.0,VIP,2
C001188,A,4,0,0,1,2,181.06,Regular,0
C001189,A,4,1,0,0,0,0.0,New,3
C001190,A,4,2,0,0,0,0.0,New,1
C001191,A,4,0,0,0,0,0.0,New,0
C001192,A,4,2,1,1,2,207.46,VIP,0
C001193,A,4,2,1,1,2,176.02,Regular,0
C001194,A,4,1,0,0,0,0.0,Regular,2
C001195,A,4,1,0,0,0,0.0,Regular,3
C001196,A,4,2,1,0,0,0.0,Regular,4
C001197,A,4,1,0,0,0,0.0,New,1
C001198,A,4,0,0,0,0,0.0,Regular,0
C001199,A,4,3,0,0,0,0.0,Regular,1
C001200,A,4,2,1,1,3,387.37,VIP,0
C001201,A,4,1,0,0,0,0.0,New,1
C001202,A,4,1,0,0,0,0.0,VIP,2
C001203,A,4,1,0,0,0,0.0,New,2
C001204,A,4,1,0,0,0,0.0,Regular,1
C001205,A,4,1,0,0,0,0.0,New,1
C001206,A,4,0,0,0,0,0.0,New,2
C001207,A,4,1,0,0,0,0.0,Regular,0
C001208,A,4,4,1,1,4,580.51,VIP,3
C001209,A,4,2,0,0,0,0.0,Regular,1
C001210,A,4,1,0,0,0,0.0,New,3
C001211,A,4,2,0,0,0,0.0,VIP,2
C001212,A,4,2,0,0,0,0.0,Regular,2
C001213,A,4,1,1,0,0,0.0,New,1
C001214,A,4,1,0,0,0,0.0,Regular,3
C001215,A,4,2,0,0,0,0.0,VIP,2
C001216,A,4,2,0,0,0,0.0,New,0
C001217,A,4,1,0,0,0,0.0,New,1
C001218,A,4,2,0,0,0,0.0,New,1
C001219,A,4,1,0,0,0,0.0,New,2
C001220,A,4,2,0,0,0,0.0,New,1
C001221,A,4,0,0,0,0,0.0,Regular,2
C001222,A,4,1,1,0,0,0.0,New,2
C001223,A,4,0,0,0,0,0.0,Regular,2
C001224,A,4,1,0,0,0,0.0,Regular,3
C001225,A,4,0,0,0,0,0.0,New,0
C001226,A,4,1,0,0,0,0.0,Regular,0
C001227,A,4,2,0,1,1,79.95,Regular,0
C001228,A,4,1,0,0,0,0.0,New,0
C001229,A,4,1,0,0,0,0.0,Regular,2
C001230,A,4,0,0,0,0,0.0,Regular,3
C001231,A,4,1,0,0,0,0.0,New,0
C001232,A,4,1,0,0,0,0.0,VIP,2
C001233,A,4,0,0,0,0,0.0,Regular,0
C001234,A,4,1,0,0,0,0.0,New,2
C001235,A,4,2,0,0,0,0.0,VIP,3
C001236,A,4,1,0,0,0,0.0,New,1
C001237,A,4,1,0,0,0,0.0,Regular,0
C001238,A,4,1,1,0,0,0.0,Regular,4
C001239,A,4,2,0,0,0,0.0,Regular,3
C001240,A,4,1,1,0,0,0.0,New,2
C001241,A,4,1,0,0,0,0.0,Regular,3
C001242,A,4,0,0,0,0,0.0,Regular,3
C001243,A,4,1,0,0,0,0.0,Regular,2
C001244,A,4,1,0,0,0,0.0,Regular,0
C001245,A,4,1,0,0,0,0.0,New,0
C001246,A,4,1,0,0,0,0.0,New,1
C001247,A,4,1,0,0,0,0.0,New,3
C001248,A,4,2,0,0,0,0.0,VIP,1
C001249,A,4,2,0,0,0,0.0,Regular,1
C001250,A,4,2,0,0,0,0.0,VIP,1
C001251,A,4,1,1,0,0,0.0,New,3
C001252,A,4,3,0,0,0,0.0,Regular,0
C001253,A,4,0,0,0,0,0.0,New,1
C001254,A,4,0,0,0,0,0.0,Regular,1
C001255,A,4,0,0,0,0,0.0,New,1
C001256,A,4,1,0,0,0,0.0,Regular,0
C001257,A,4,2,0,0,0,0.0,New,2
C001258,A,4,0,0,0,0,0.0,Regular,3
C001259,A,4,2,0,0,0,0.0,Regular,1
C001260,A,4,0,0,0,0,0.0,VIP,1
C001261,A,4,3,0,0,0,0.0,Regular,1
C001262,A,4,1,0,0,0,0.0,Regular,3
C001263,A,4,0,0,0,0,0.0,Regular,1
C001264,A,4,1,0,0,0,0.0,Regular,1
C001265,A,4,0,0,0,0,0.0,New,4
C001266,A,4,1,0,0,0,0.0,Regular,0
C001267,A,4,1,1,0,0,0.0,VIP,3
C001268,A,4,2,1,0,0,0.0,VIP,3
C001269,A,4,1,0,0,0,0.0,New,3
C001270,A,4,1,0,0,0,0.0,Regular,1
C001271,A,4,1,0,0,0,0.0,Regular,1
C001272,A,4,1,0,0,0,0.0,New,1
C001273,A,4,1,0,0,0,0.0,Regular,3
C001274,A,4,1,0,0,0,0.0,Regular,1
C001275,A,4,0,0,0,0,0.0,New,1
C001276,A,4,1,0,0,0,0.0,VIP,0
C001277,A,4,1,0,0,0,0.0,New,2
C001278,A,4,0,0,0,0,0.0,New,3
C001279,A,4,1,0,0,0,0.0,New,4
C001280,A,4,1,0,0,0,0.0,New,0
C001281,A,4,0,0,0,0,0.0,Regular,0
C001282,A,4,1,0,0,0,0.0,New,5
C001283,A,4,0,0,1,3,253.82,Regular,3
C001284,A,4,2,0,0,0,0.0,Regular,0
C001285,A,4,1,0,0,0,0.0,VIP,2
C001286,A,4,0,0,1,1,96.05,Regular,0
C001287,A,4,2,0,0,0,0.0,VIP,1
C001288,A,4,2,0,0,0,0.0,New,0
C001289,A,4,1,0,0,0,0.0,Regular,0
C001290,A,4,2,0,1,3,338.7,VIP,0
C001291,A,4,0,0,0,0,0.0,New,2
C001292,A,4,1,0,0,0,0.0,New,0
C001293,A,4,1,1,0,0,0.0,VIP,1
C001294,A,4,2,0,0,0,0.0,VIP,1
C001295,A,4,2,0,0,0,0.0,Regular,0
C001296,A,4,1,0,0,0,0.0,Regular,2
C001297,A,4,0,0,0,0,0.0,Regular,1
C001298,A,4,1,0,0,0,0.0,New,0
C001299,A,4,1,0,0,0,0.0,Regular,2
C001300,A,4,2,1,0,0,0.0,VIP,1
C001301,A,4,1,1,0,0,0.0,New,0
C001302,A,4,2,0,0,0,0.0,VIP,1
C001303,A,4,0,0,0,0,0.0,New,0
C001304,A,4,1,0,0,0,0.0,Regular,1
C001305,A,4,1,0,0,0,0.0,New,2
C001306,A,4,2,0,0,0,0.0,VIP,1
C001307,A,4,0,0,0,0,0.0,Regular,1
C001308,A,4,2,0,0,0,0.0,VIP,2
C001309,A,4,2,0,0,0,0.0,VIP,0
C001310,A,4,0,0,0,0,0.0,Regular,2
C001311,A,4,0,0,0,0,0.0,Regular,1
C001312,A,4,0,0,0,0,0.0,New,1
C001313,A,4,2,0,0,0,0.0,VIP,4
C001314,A,4,1,0,0,0,0.0,New,3
C001315,A,4,1,0,0,0,0.0,Regular,2
C001316,A,4,0,0,1,1,93.02,Regular,3
C001317,A,4,1,0,0,0,0.0,Regular,2
C001318,A,4,1,0,0,0,0.0,Regular,3
C001319,A,4,1,0,0,0,0.0,Regular,2
C001320,A,4,3,1,0,0,0.0,New,1
C001321,A,4,0,0,0,0,0.0,Regular,0
C001322,A,4,1,0,0,0,0.0,New,0
C001323,A,4,1,0,0,0,0.0,VIP,3
C001324,A,4,1,0,0,0,0.0,Regular,0
C001325,A,4,2,0,0,0,0.0,Regular,1
C001326,A,4,1,0,0,0,0.0,New,3
C001327,A,4,3,0,0,0,0.0,Regular,3
C001328,A,4,0,0,0,0,0.0,Regular,0
C001329,A,4,0,0,0,0,0.0,New,0
C001330,A,4,2,0,0,0,0.0,Regular,2
C001331,A,4,1,1,0,0,0.0,Regular,5
C001332,A,4,1,0,0,0,0.0,Regular,3
C001333,A,4,0,0,0,0,0.0,New,2
C001334,A,4,0,0,0,0,0.0,Regular,1
C001335,A,4,3,0,0,0,0.0,VIP,0
C001336,A,4,1,0,0,0,0.0,VIP,0
C001337,A,4,0,0,0,0,0.0,New,0
C001338,A,4,0,0,0,0,0.0,Regular,1
C001339,A,4,1,0,0,0,0.0,VIP,0
C001340,A,4,0,0,0,0,0.0,Regular,0
C001341,A,4,1,0,0,0,0.0,Regular,0
C001342,A,4,0,0,0,0,0.0,VIP,2
C001343,A,4,2,0,0,0,0.0,Regular,2
C001344,A,4,1,1,1,3,437.33,VIP,2
C001345,A,4,1,0,0,0,0.0,Regular,2
C001346,A,4,1,0,0,0,0.0,Regular,4
C001347,A,4,1,0,0,0,0.0,Regular,0
C001348,A,4,0,0,0,0,0.0,New,1
C001349,A,4,1,0,0,0,0.0,Regular,1
C001350,A,4,4,0,0,0,0.0,Regular,5
C001351,A,4,1,0,0,0,0.0,New,1
C001352,A,4,1,0,0,0,0.0,Regular,0
C001353,A,4,1,0,0,0,0.0,New,0
C001354,A,4,1,0,0,0,0.0,VIP,2
C001355,A,4,0,0,0,0,0.0,Regular,1
C001356,A,4,1,0,0,0,0.0,Regular,0
C001357,A,4,3,0,0,0,0.0,VIP,0
C001358,A,4,0,0,0,0,0.0,Regular,1
C001359,A,4,2,0,0,0,0.0,VIP,1
C001360,A,4,1,0,0,0,0.0,VIP,2
C001361,A,4,1,0,0,0,0.0,Regular,2
C001362,A,4,0,0,0,0,0.0,New,0
C001363,A,4,1,0,0,0,0.0,Regular,5
C001364,A,4,2,1,0,0,0.0,Regular,1
C001365,A,4,1,0,0,0,0.0,Regular,3
C001366,A,4,1,0,0,0,0.0,New,0
C001367,A,4,2,0,0,0,0.0,New,1
C001368,A,4,2,0,0,0,0.0,Regular,2
C001369,A,4,0,0,0,0,0.0,New,2
C001370,A,4,1,0,0,0,0.0,New,1
C001371,A,4,0,0,0,0,0.0,Regular,3
C001372,A,4,3,0,0,0,0.0,Regular,2
C001373,A,4,2,0,0,0,0.0,Regular,0
C001374,A,4,1,0,0,0,0.0,Regular,3
C001375,A,4,2,0,0,0,0.0,Regular,0
C001376,A,4,1,0,0,0,0.0,Regular,0
C001377,A,4,1,1,0,0,0.0,Regular,0
C001378,A,4,0,0,0,0,0.0,New,0
C001379,A,4,2,0,0,0,0.0,Regular,4
C001380,A,4,0,0,0,0,0.0,VIP,0
C001381,A,4,2,0,0,0,0.0,New,2
C001382,A,4,2,0,0,0,0.0,Regular,4
C001383,A,4,2,0,0,0,0.0,Regular,2
C001384,A,4,0,0,0,0,0.0,Regular,2
C001385,A,4,0,0,0,0,0.0,New,2
C001386,A,4,0,0,0,0,0.0,New,0
C001387,A,4,0,0,0,0,0.0,New,2
C001388,A,4,0,0,0,0,0.0,Regular,4
C001389,A,4,3,0,0,0,0.0,Regular,2
C001390,A,4,1,0,0,0,0.0,Regular,4
C001391,A,4,1,0,0,0,0.0,VIP,2
C001392,A,4,1,0,0,0,0.0,Regular,1
C001393,A,4,1,0,0,0,0.0,New,2
C001394,A,4,1,0,0,0,0.0,New,0
C001395,A,4,1,0,0,0,0.0,Regular,0
C001396,A,4,2,0,0,0,0.0,Regular,3
C001397,A,4,1,0,0,0,0.0,New,1
C001398,A,4,4,0,0,0,0.0,VIP,0
C001399,A,4,2,0,0,0,0.0,VIP,4
C001400,A,4,0,0,0,0,0.0,New,1
C001401,A,4,2,0,0,0,0.0,Regular,0
C001402,A,4,0,0,0,0,0.0,VIP,4
C001403,A,4,2,0,0,0,0.0,VIP,4
C001404,A,4,1,0,0,0,0.0,VIP,0
C001405,A,4,2,1,0,0,0.0,Regular,0
C001406,A,4,2,0,0,0,0.0,VIP,4
C001407,A,4,2,0,0,0,0.0,VIP,0
C001408,A,4,2,0,0,0,0.0,New,0
C001409,A,4,1,0,0,0,0.0,Regular,3
C001410,A,4,0,0,0,0,0.0,New,3
C001411,A,4,1,0,0,0,0.0,VIP,2
C001412,A,4,0,0,0,0,0.0,New,1
C001413,A,4,1,0,0,0,0.0,New,3
C001414,A,4,1,0,0,0,0.0,VIP,0
C001415,A,4,3,0,0,0,0.0,Regular,0
C001416,A,4,1,0,0,0,0.0,Regular,3
C001417,A,4,2,0,0,0,0.0,Regular,4
C001418,A,4,0,0,0,0,0.0,New,0
C001419,A,4,2,0,0,0,0.0,New,2
C001420,A,4,2,0,0,0,0.0,Regular,1
C001421,A,4,1,0,0,0,0.0,Regular,3
C001422,A,4,2,1,0,0,0.0,VIP,2
C001423,A,4,1,0,0,0,0.0,New,1
C001424,A,4,0,0,0,0,0.0,Regular,0
C001425,A,4,1,0,0,0,0.0,Regular,0
C001426,A,4,1,1,0,0,0.0,Regular,3
C001427,A,4,0,0,0,0,0.0,Regular,1
C001428,A,4,0,0,0,0,0.0,New,3
C001429,A,4,0,0,0,0,0.0,Regular,3
C001430,A,4,0,0,0,0,0.0,Regular,0
C001431,A,4,0,0,0,0,0.0,Regular,5
C001432,A,4,3,1,0,0,0.0,VIP,0
C001433,A,4,1,0,0,0,0.0,Regular,5
C001434,A,4,3,0,0,0,0.0,Regular,1
C001435,A,4,1,0,0,0,0.0,VIP,2
C001436,A,4,1,0,0,0,0.0,Regular,1
C001437,A,4,1,0,0,0,0.0,New,2
C001438,A,4,1,1,1,1,66.63,New,2
C001439,A,4,0,0,0,0,0.0,Regular,3
C001440,A,4,1,0,0,0,0.0,New,4
C001441,A,4,0,0,0,0,0.0,Regular,3
C001442,A,4,1,0,0,0,0.0,Regular,0
C001443,A,4,1,1,1,1,61.8,New,2
C001444,A,4,0,0,0,0,0.0,New,1
C001445,A,4,3,0,0,0,0.0,New,0
C001446,A,4,0,0,0,0,0.0,Regular,3
C001447,A,4,2,0,0,0,0.0,Regular,2
C001448,A,4,3,0,0,0,0.0,Regular,2
C001449,A,4,0,0,0,0,0.0,New,0
C001450,A,4,0,0,0,0,0.0,VIP,4
C001451,A,4,0,0,0,0,0.0,Regular,1
C001452,A,4,1,0,0,0,0.0,VIP,3
C001453,A,4,0,0,0,0,0.0,Regular,0
C001454,A,4,2,0,0,0,0.0,Regular,3
C001455,A,4,0,0,0,0,0.0,Regular,3
C001456,A,4,1,0,0,0,0.0,VIP,2
C001457,A,4,3,0,0,0,0.0,New,2
C001458,A,4,2,0,0,0,0.0,VIP,2
C001459,A,4,1,0,0,0,0.0,New,2
C001460,A,4,1,0,0,0,0.0,VIP,2
C001461,A,4,1,0,0,0,0.0,Regular,1
C001462,A,4,1,1,0,0,0.0,VIP,4
C001463,A,4,1,0,0,0,0.0,New,0
C001464,A,4,0,0,0,0,0.0,Regular,4
C001465,A,4,2,0,0,0,0.0,Regular,1
C001466,A,4,1,0,0,0,0.0,Regular,1
C001467,A,4,0,0,0,0,0.0,New,1
C001468,A,4,1,0,0,0,0.0,VIP,1
C001469,A,4,1,0,0,0,0.0,Regular,0
C001470,A,4,2,0,0,0,0.0,VIP,0
C001471,A,4,2,0,0,0,0.0,Regular,1
C001472,A,4,2,0,0,0,0.0,Regular,3
C001473,A,4,0,0,0,0,0.0,VIP,1
C001474,A,4,1,0,0,0,0.0,New,2
C001475,A,4,1,0,0,0,0.0,Regular,2
C001476,A,4,0,0,0,0,0.0,New,3
C001477,A,4,1,0,0,0,0.0,VIP,1
C001478,A,4,2,0,0,0,0.0,VIP,0
C001479,A,4,0,0,0,0,0.0,Regular,2
C001480,A,4,1,0,0,0,0.0,Regular,1
C001481,A,4,0,0,0,0,0.0,New,0
C001482,A,4,0,0,0,0,0.0,Regular,5
C001483,A,4,0,0,0,0,0.0,New,2
C001484,A,4,3,0,0,0,0.0,VIP,0
C001485,A,4,2,0,0,0,0.0,New,3
C001486,A,4,2,0,0,0,0.0,New,1
C001487,A,4,1,0,0,0,0.0,Regular,2
C001488,A,4,0,0,0,0,0.0,VIP,3
C001489,A,4,1,1,0,0,0.0,Regular,2
C001490,A,4,1,1,0,0,0.0,New,1
C001491,A,4,2,0,0,0,0.0,Regular,3
C001492,A,4,0,0,0,0,0.0,New,0
C001493,A,4,1,0,0,0,0.0,New,1
C001494,A,4,0,0,0,0,0.0,New,4
C001495,A,4,1,0,1,5,786.34,VIP,1
C001496,A,4,2,0,0,0,0.0,VIP,2
C001497,A,4,1,1,0,0,0.0,Regular,0
C001498,A,4,1,0,0,0,0.0,VIP,1
C001499,A,4,1,1,0,0,0.0,Regular,2
C001500,A,4,1,0,0,0,0.0,Regular,1
C001501,A,4,2,0,0,0,0.0,VIP,4
C001502,A,4,2,0,1,1,107.85,Regular,5
C001503,A,4,1,0,0,0,0.0,Regular,1
C001504,A,4,0,0,0,0,0.0,Regular,0
C001505,A,4,2,0,0,0,0.0,Regular,0
C001506,A,4,0,0,0,0,0.0,New,2
C001507,A,4,2,0,0,0,0.0,Regular,0
C001508,A,4,1,0,0,0,0.0,Regular,0
C001509,A,4,1,0,0,0,0.0,New,1
C001510,A,4,1,0,0,0,0.0,New,2
C001511,A,4,2,0,0,0,0.0,Regular,1
C001512,A,4,1,0,0,0,0.0,New,5
C001513,A,4,1,0,0,0,0.0,Regular,0
C001514,A,4,0,0,0,0,0.0,Regular,0
C001515,A,4,1,0,0,0,0.0,Regular,0
C001516,A,4,0,0,0,0,0.0,New,2
C001517,A,4,2,0,0,0,0.0,Regular,1
C001518,A,4,1,0,0,0,0.0,VIP,3
C001519,A,4,1,0,0,0,0.0,Regular,3
C001520,A,4,0,0,0,0,0.0,VIP,1
C001521,A,4,0,0,0,0,0.0,VIP,1
C001522,A,4,2,0,0,0,0.0,VIP,2
C001523,A,4,0,0,0,0,0.0,Regular,0
C001524,A,4,0,0,0,0,0.0,Regular,1
C001525,A,4,0,0,0,0,0.0,New,2
C001526,A,4,3,0,0,0,0.0,Regular,4
C001527,A,4,2,0,0,0,0.0,Regular,0
C001528,A,4,1,0,0,0,0.0,Regular,1
C001529,A,4,1,0,0,0,0.0,Regular,2
C001530,A,4,1,0,0,0,0.0,Regular,5
C001531,A,4,2,0,0,0,0.0,Regular,4
C001532,A,4,1,0,0,0,0.0,Regular,1
C001533,A,4,1,0,0,0,0.0,VIP,0
C001534,A,4,0,0,0,0,0.0,Regular,1
C001535,A,4,0,0,0,0,0.0,Regular,5
C001536,A,4,1,0,0,0,0.0,Regular,4
C001537,A,4,2,1,0,0,0.0,Regular,1
C001538,A,4,0,0,0,0,0.0,Regular,2
C001539,A,4,0,0,0,0,0.0,Regular,3
C001540,A,4,0,0,0,0,0.0,Regular,1
C001541,A,4,3,1,0,0,0.0,New,4
C001542,A,4,0,0,0,0,0.0,New,0
C001543,A,4,2,0,0,0,0.0,Regular,1
